Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11
#0361 ERGnomes Halloween '21 Special,Horny,Fake gold,Occultist,Thunders,Octopus,Toe,Annoyed,388.9226367,b68711e24079f9a230f63baa72f889407d0ff3b2d8167d469d76bbd57de7bc7d,129
#0545 ERGnomes Halloween '21 Special,Artist spirit,Rotten veggies,Pumpkin,Fire,Questionablestyle,Toe,Annoyed,388.6853953,77d2b98a3916d1d6548ae0871185de2162918b1b56d83843f2588469f4da3010,130
#0412 ERGnomes Halloween '21 Special,Soft spoken,The magical,No ears,No Eyes,Circus,Pig,Annoyed,388.097201,a90c1c3d5a92fc221ee633172b39fee8a990c4641246f477692dad487017557b,131
#0382 ERGnomes Halloween '21 Special,Night watch,English tan,Sea monster,KO,Funkystar,Iron,Worried,387.2408176,671e834844bf4406e9bb87346fb513c47dc1a1c55a0bf22726b7cc32ef55bb59,132
#0281 ERGnomes Halloween '21 Special,Smelly,The lovey dovey,Infested,KO,Questionablestyle,4:20,Annoyed,387.1121352,e4b1f3707839f50040fc569e64078cc39473728a04cbe60f3ed52f9022662bf0,133
#0635 ERGnomes Halloween '21 Special,Summer spirit,Classic,Spirit,Naughty,Octopus,4:20,Chill,385.9448783,951d58c4cde33140ea8dd216c0e6d3f570104b24bc7dcea5d665e2e71e0d1122,134
#0116 ERGnomes Halloween '21 Special,Dusk lover,The magical,Dark robot,Peace,Funkystar,4:20,Happy,385.7817809,41f5446c4f3bd14e917974959195a5c2fc43af45cef97e1b546aaf5b104686a6,135
#0371 ERGnomes Halloween '21 Special,Cute,The funky funk,Spirit,Matrix,Chicken,Toe,Happy,385.7622591,c734a36f4ea2ff89ebd668fd594827dacb5d2526be7d624b77a83f644749178c,136
#0224 ERGnomes Halloween '21 Special,Charmer,Flashy Sandra,Monkey,Warlock,Questionablestyle,Iron,Confused,383.9644794,57cd04db191bbb3f072f37871c2469a3877c10dda448d79e84365f78668bc2fe,137
#0214 ERGnomes Halloween '21 Special,Fancy,The lovey dovey,Fairy nymnph,Moon,Chicken,Duck,Monobrow,383.7908937,ae71066f8b6a30c63cd5bbcc2c88009dc2ae10474af97d673c1af7d04b9a404b,138
#0372 ERGnomes Halloween '21 Special,Relaxed,The rotten potato,Human,Fire,Octopus,Root,Confused,383.05072,0d7aa5a21b1b886513c3e67efc0ff8690f75bbf0522701aa650b7b22b88d8c63,139
#0240 ERGnomes Halloween '21 Special,Soft spoken,The raging pumpkin,Imp,Moon,Punk,Pig,Happy,381.1736972,b997e3c66ae1f1e8e824d75363867f514c598853dc5385c3fffd3b827fdcc962,140
#0051 ERGnomes Halloween '21 Special,Sweet,Smurfkin,Imp,Cat,Chicken,Sticknose,Thug,380.7208501,9b6794170ab0aa8606fc1cd742a657b669d28a898161f456a0c984fc4f9e0498,141
#0298 ERGnomes Halloween '21 Special,One with nature,The funky funk,Occultist,Drowsy,Funkystar,Cat,Worried,379.6311758,da8517e00644e82fe8becaad87e0f116592d12c9e1aec858e80b9f307e65063f,142
#0203 ERGnomes Halloween '21 Special,Soft spoken,The rotten potato,No ears,Pink,Root,Disguise,Annoyed,378.6283999,73f2538d30bf2245db0e01f4680bb12abfa255f0618efda3fc42ab85dab741f9,143
#0031 ERGnomes Halloween '21 Special,Karen,Horny teen,Sea monster,Spiderling,Circus,Iron,Angry,377.7128922,4e3a0aee58959ec1f603aada50dc923b7610b31c571f34e9c231eaa8500d5661,144
#0638 ERGnomes Halloween '21 Special,Easily excitable,The popart,Dark robot,Matrix,Octopus,4:20,Angry,376.9862505,10d06fc4cdc39f00c6645b93c2037c5be767539a0dafe9057ea91b7771373ce5,145
#0039 ERGnomes Halloween '21 Special,Ranger,The artsy polkadot,Infested,Rude,Questionablestyle,Clown,Angry,376.8650511,04c1d87a62e1ecaf427d1c4f630e7bbbd2d9147a3a59bf45be387a5f267d0465,146
#0181 ERGnomes Halloween '21 Special,Non conforming,Charcoal,Infested,No Eyes,Funkystar,Hook,Surprised,376.6944542,07cb3e2739ebf4992ea15c047778b4b6ffb832184d7ac240dd794f0ca49236d7,147
#0201 ERGnomes Halloween '21 Special,Contrasting vibes,Fairy bubblegum,Monkey,4:20,Sherlock,Duck,Worried,374.2337808,5825defc20b610392d36e948acea4c93fbfb7d168202d2ffecde8e67f8cbc011,148
#0090 ERGnomes Halloween '21 Special,Goodboi,The popart,Dark robot,4:20,Circus,Duck,Worried,371.5515946,aec7fa1bf42658b57e31a97de621c975532fa5b8b9202d665a340e96d71cad4c,149
#0439 ERGnomes Halloween '21 Special,Ranger,The artsy polkadot,Easter bunny,Water,Octopus,Hook,Happy,369.1267745,339e006095b154c3e8a89a5524a4d14bf1d603ca5e47bc407b3ae1c532200ae1,150
#0199 ERGnomes Halloween '21 Special,Soft spoken,Kawaii,Cocker spaniel,White,Octopus,Root,Annoyed,365.8339397,a4d9d7b538b91e7d55332c773cdb4a2e87f4f79e2bb369c4db60c5461aab6e1b,151
#0248 ERGnomes Halloween '21 Special,Non conforming,The lovey dovey,No ears,Water,Octopus,Hook,Surprised,364.8667121,2d2b38f8db72111b927965cabba2e0707868da4fcdfb782213db7c77f904c6e2,152
#0364 ERGnomes Halloween '21 Special,Contrasting vibes,The eggplantboy,Sea monster,Arcane,Punk,4:20,Monobrow,364.4756387,07b2627d95a7b4975af433b67dd4250e9bd9f61d730f3ff4454ba5bd1aaa9176,153
#0268 ERGnomes Halloween '21 Special,Dangeous spirit,Kawaii,Dark robot,Bitcoin $BTC,Sherlock,Eggplant,Confused,364.3108487,55caa6a54dbb06028243bbd6ea0b08af4eac710c69f7e781afa56892d85b0988,154
#0623 ERGnomes Halloween '21 Special,Soft spoken,Horny teen,Fairy nymnph,Spiderling,Sherlock,4:20,Happy,363.6431009,19af6347b596d85b3a40da3d2498a513dc8d828228d7442e8515f4fe5c3383c2,155
#0109 ERGnomes Halloween '21 Special,Relaxed,The eggplantboy,Banana,Rude,Octopus,Pig,Monobrow,363.4894886,9f4761b9145b83e2e14c1d1246048d48faf100bb5ae570665715abb623c13c17,156
#0261 ERGnomes Halloween '21 Special,Horny,The funky funk,Monkey,KO,Devil,Iron,Thug,362.7293287,5ca027fd80079a329b1efd74ce26e27a3e36984f93c26a28825fda57ec3e58d9,157
#0363 ERGnomes Halloween '21 Special,Soldier,Classic,Sea monster,4:20,Chicken,Starfish,Surprised,361.8788614,5aa557dc88945016bc514ed83e88513a5aa5bbd53485c134c7200176a5c4fccd,158
#0264 ERGnomes Halloween '21 Special,Dusk lover,The fairy,Cocker spaniel,4:20,Punk,Pig,Happy,361.6498877,727ba5cd3aac94f8c5ab8386bf9da2971b8a83d94756c05087c4c07f742cb25d,159
#0302 ERGnomes Halloween '21 Special,Dangeous spirit,Rotten veggies,Cocker spaniel,Matrix,Root,Cat,Worried,360.7095208,6599e8d4a6148255c4aaee3cd996a362a678d835c1dd7c5b70494f3873eb886b,160
#0140 ERGnomes Halloween '21 Special,Contrasting vibes,The funky funk,Occultist,Ergo $ERG,Questionablestyle,Hook,Thug,360.0917151,fd081d6e826c76fb75f722798b3c6b49d4279766b1f683799f3e7ac829be7a6f,161
#0341 ERGnomes Halloween '21 Special,Night watch,Dying pepper,Spirit,Dead,Nerd,Toe,Confused,357.9066973,db1fe5432b75fe17c55e9b102df3a64c379bda7ab4b81ae1e3c25d3a0ee0ff8b,162
#0014 ERGnomes Halloween '21 Special,Dangeous spirit,Potion blue,No ears,Flowers,Octopus,Disguise,Worried,357.5671141,75324df56697ab27a43c75d77c26cc91787fd6d4d6562d0d5fb3f3cb09f7c826,163
#0111 ERGnomes Halloween '21 Special,One with nature,Fairy bubblegum,Spirit,Strength,Circus,Cat,Angry,357.0232895,3b1e92d354e0157c9aee0a535362189c85862cd6cc53aef84b6dc3b38eff7d95,164
#0253 ERGnomes Halloween '21 Special,Feisty,The lovey dovey,Cocker spaniel,Hearts,Questionablestyle,Disguise,Monobrow,356.6155158,1a4e8dea8faacef5e69b5ac1119547143d6af45d72e250bc2bbd16eda9108b95,165
#0347 ERGnomes Halloween '21 Special,Summer spirit,The eggplantboy,Human,Lucky,Devil,Iron,Monobrow,355.871308,56cf45478e1de241bb10a5abf2b0a9a5cd7027f5d18fb5c4b456bc99bc8d0b0e,166
#0362 ERGnomes Halloween '21 Special,Summer spirit,Smurfkin,Cocker spaniel,Cardano $ADA,Funkystar,Starfish,Confused,350.2296522,84f798e75d746a330c1975fd72126f5bafc7c64d4a547a1d2deddd631fa7c198,167
#0048 ERGnomes Halloween '21 Special,Fierce heart,The rotten potato,Dark robot,Black,Root,Disguise,Thug,349.7807016,ee58a0830ee54b64fb2b6aec3e20c8265e1d7abe3e83c6f81db7c75405c94ff6,168
#0366 ERGnomes Halloween '21 Special,One with nature,Fairy candy,Fairy nymnph,No Eyes,Funkystar,Hook,Chill,347.0054843,2a4c1610933c1f4b7949809cf857a08f562da30dfd0f998ef151fc25c63e12cb,169
#0373 ERGnomes Halloween '21 Special,One with nature,Classic,Human,Wavy,Nerd,Root,Happy,346.6223293,f66a02408ce1e9224711c4b6e02422916793a9708fb201c4bda8f396b5d83247,170
#0831 ERGnomes Halloween '21 Special,Summer spirit,The magical,Monkey,Rude,Root,Hook,Surprised,344.1299371,50f6eac8a4d0b30122c0d94b2f7c022dc240d1a68bb82cb86a7f81d8e1b5dd04,171
#0068 ERGnomes Halloween '21 Special,Goodboi,The funky funk,Cocker spaniel,Flowers,Funkystar,Disguise,Thug,343.1793219,d1712817a5849cf066ce3471aac81625dd16af8d9e1eb61d2065ea8052474426,172
#0189 ERGnomes Halloween '21 Special,Queen,Classic,Occultist,4:20,Nerd,Root,Annoyed,341.7596609,9466ddb304ee4c999f7833698c40a13e04a448b7634bb1749e53e664469e480b,173
#0227 ERGnomes Halloween '21 Special,Dangeous spirit,Just white,Occultist,Dizzy,Devil,4:20,Worried,341.646766,c75576b40340a06569f751f057332f4d6306c6a2c9f915733eaf730ea91ca0ef,174
#0413 ERGnomes Halloween '21 Special,Soft spoken,The vaporwave,No ears,Wavy,Octopus,Duck,Chill,341.150506,ca2254a39da71c8f437ec3a95fbc8283ca71b0561a41e85d9f3b7af3ac16d3fa,175
#0207 ERGnomes Halloween '21 Special,Karen,English tan,Banana,Hearts,Devil,Clown,Annoyed,339.7380752,05c82d193ffefec23ac8842a47519b387f2a36481a297c80ded699d00774ee0f,176
#0144 ERGnomes Halloween '21 Special,Smelly,English tan,Banana,Ergo $ERG,Circus,Clown,Monobrow,339.5985374,5aef748e58ac86242c6692fd4340f35ad86f9093e29df7e9f7b15d94b7b835a9,177
#0449 ERGnomes Halloween '21 Special,Soft spoken,Choking person,Fairy nymnph,Lucky,Nerd,Disguise,Annoyed,337.6538882,f2e01a9fa3be4c9e4bf3110d17481ed30c03d2b161a6c14c04c1f31b5390e550,178
#0266 ERGnomes Halloween '21 Special,Loud,The funky funk,Monkey,Water,Punk,Disguise,Thug,337.2079375,23aeda9869260d66c8e1bc26f3659844288f23796a98a6fdd33b378a0168474a,179
#0871 ERGnomes Halloween '21 Special,Summer spirit,Radioactive bubblegum,Occultist,Cardano $ADA,Chicken,Hook,Angry,337.0289855,27307c4a45c3ed0c85b92afad0c13c082ea0967c9039ad0cb894df9f4d9f46a8,180
#0443 ERGnomes Halloween '21 Special,Relaxed,English tan,Dark robot,4:20,Root,Clown,Worried,336.2540884,90f4aaaa237ad6264fbc35ef83d8de23e1031a63f3d970bada9734d60834b097,181
#0161 ERGnomes Halloween '21 Special,Queen,The lovey dovey,Pumpkin,Fire,Circus,Starfish,Thug,334.6638921,df7231d2cb254abfa8b340b5a2ffd7347b082d0586c05f6130100e6d696d7db1,182
#0047 ERGnomes Halloween '21 Special,Fierce heart,The vaporwave,Fairy nymnph,No eyes,Root,Duck,Worried,334.2907728,f69f620f5a204a89ca8536d91993402d7c8d4c271bb7c2879ce3f35d5e2fe262,183
#0157 ERGnomes Halloween '21 Special,Fierce heart,The funky funk,No ears,Pink,Funkystar,Eggplant,Annoyed,333.3156635,2ce731bb967f1dae5f781e9bd7413748f79f96f1a5a0bd73e8921b1b4f910a01,184
#0247 ERGnomes Halloween '21 Special,Dusk lover,Unripe lemon,Cocker spaniel,Dead,Circus,Cat,Confused,332.5284294,44f1588e95c669555d00ddf888cb7f71961a37b99f2a69eb5470498dd64bfa4c,185
#0351 ERGnomes Halloween '21 Special,Feisty,The raging pumpkin,Sea monster,Fire,Circus,Iron,Annoyed,332.4851329,5ba5508ad8d283354deef0a30aa846d27c0cf60bb0eefea75f6614361238304d,186
#0061 ERGnomes Halloween '21 Special,Night watch,The rotten potato,Occultist,Arcane,Funkystar,Pig,Annoyed,331.7575757,c2436c04525871d7fabbc5377c50d43ec77b8a4ff545e3d04ab3c7d167658309,187
#0571 ERGnomes Halloween '21 Special,Soft spoken,Rotten veggies,Pumpkin,Yellow,Circus,Disguise,Annoyed,331.5087036,fd867c046c0179d264c6a02051b4efeeea1eb074b1b03c73c0098f86deee63f5,188
#0722 ERGnomes Halloween '21 Special,One with nature,English tan,Dark robot,Matrix,Chicken,Duck,Angry,330.1117799,227a0f7188bc931eaa4ede54daaaa3a56b09681dd1658aa967b6e423e8eb1cd1,189
#0286 ERGnomes Halloween '21 Special,Fancy,The magical,Easter bunny,4:20,Octopus,Cat,Thug,330.0035956,b2b603f5c9143df82586241af6dff120002aa9484f11f90744441ea1ad359db8,190
#0477 ERGnomes Halloween '21 Special,Non conforming,The lemonboy,Imp,Lucky,Questionablestyle,Iron,Annoyed,329.2946748,fb0f8b39a28cf22f0923655fad8710baeb9cff99be5c7413b178818ffc7c610f,191
#0107 ERGnomes Halloween '21 Special,Relaxed,Classic,Occultist,Blockchain,Root,Sticknose,Confused,327.9694497,b092e05e77d982bdea84b91056db922c989fd3e4d810df0f65d257c5f0612060,192
#0692 ERGnomes Halloween '21 Special,Summer spirit,Dying pepper,Dark robot,Cardano $ADA,Sherlock,Cat,Worried,327.5671141,2d74fb8832b8ca7763fde75bf57885bbbd93af82bbd2475ed7487e32a39a3b3e,193
#0292 ERGnomes Halloween '21 Special,Radioactive,The vaporwave,Spirit,Peace,Octopus,Iron,Worried,326.7823871,0815ef3198e2f07d978bb77ea0dcd19b82e157a6c4fc627d902c10896de86509,194
#0459 ERGnomes Halloween '21 Special,Fancy,The sunset,Cocker spaniel,Spiderling,Circus,Disguise,Thug,326.469761,cf852c3a2b265d73741a2cf1d158cb5f9030de22fd51bcbba1c1464df90793da,195
#0013 ERGnomes Halloween '21 Special,One with nature,Just white,Monkey,Spiderling,Chicken,4:20,Chill,325.5083703,e454e1d89febc86c187f29e972456d3f8c888caac102368053e2dfe316e52fb0,196
#0710 ERGnomes Halloween '21 Special,Queen,The vaporwave,Dark robot,Matrix,Punk,Disguise,Monobrow,325.0217103,29c651b4da28d616bd7639f302799d77ce83209cf0b67ef9a5c32b36117eb9d0,197
#0716 ERGnomes Halloween '21 Special,Easily excitable,The lemonboy,Fairy nymnph,Pink,Punk,4:20,Annoyed,323.9170065,43d99bf8f776f44eb5c73cdd8a487f876cf04ab95e8439b126b36a4ea5f53f19,198
#0475 ERGnomes Halloween '21 Special,Goodboi,The sunset,No ears,Matrix,Funkystar,Starfish,Surprised,323.6828906,f07fe630de4b97a2e66c20c448706f79e6fadfe0ae8dc317de1c9b74d5fac19f,199
#0246 ERGnomes Halloween '21 Special,Ranger,Kawaii,Cocker spaniel,No Eyes,Nerd,Hook,Annoyed,323.5407066,97e140b2e2e969e265c152aa073a5c2e32b6add6a3bb27ee4bde4d0936d68bb8,200
#0103 ERGnomes Halloween '21 Special,Easily excitable,The sunset,Spirit,White,Circus,4:20,Surprised,323.4557201,023655720a282a195a15d66df3a51988cb0d578e502f5a36327a6a356200ad96,201
#0236 ERGnomes Halloween '21 Special,Contrasting vibes,Unripe lemon,No ears,Blockchain,Funkystar,Hook,Surprised,322.5732108,ca5306e941f867246e9fa47c4ceff563292c1e848cf6321357270333812fcde8,202
#0152 ERGnomes Halloween '21 Special,Feisty,Classic,Sea monster,Yellow,Funkystar,4:20,Monobrow,322.4488491,c11b15c6e4399c53c515e58fa2e89ce1b51c2e20c87bebe3600366843c2878c0,203
#0891 ERGnomes Halloween '21 Special,Art lover,The sunset,Human,Naughty,Chicken,Starfish,Happy,321.6944794,863d40411889ca24a813585e1984d59840675b92187e2fb00c90aeff52ddad0b,204
#0588 ERGnomes Halloween '21 Special,Soft spoken,Rotten veggies,No ears,KO,Questionablestyle,Disguise,Annoyed,320.3661035,a664d96650c1db08f1a38642b80971eab31749cc8ba43737e99676e5b2b093fa,205
#0755 ERGnomes Halloween '21 Special,Feisty,The sunset,Easter bunny,Naughty,Sherlock,4:20,Surprised,320.3138321,30bbd29d80f5dfe73a9cd1dc37ce0fc4d509ce681ce7488f3f200644145b8604,206
#0675 ERGnomes Halloween '21 Special,Soft spoken,The raging pumpkin,Fairy nymnph,Harmony $ONE,Punk,Eggplant,Worried,319.7832313,57220cfce391d814dd627636f12b6cea77c534647d0a26bc304f0c2f14501318,207
#0933 ERGnomes Halloween '21 Special,Summer spirit,Choking person,Spirit,White,Chicken,Clown,Happy,319.0877532,50dd74d7891c6682bf3ec51ca23c9c985dda64571287762e447d4347ea9e77c1,208
#0403 ERGnomes Halloween '21 Special,Sweet,The funky funk,Cocker spaniel,Baby,Root,Hook,Happy,316.7081602,9f9c58b10de7624f61b79c425c514d32836f2545c3e8b4eb9269b240e07e7611,209
#0260 ERGnomes Halloween '21 Special,Calm,The rotten potato,Fairy nymnph,White,Funkystar,Carrot,Worried,316.169871,e752de558410613141bf8033bf362aec5a7771e8c931126453ff747313b86d1e,210
#0718 ERGnomes Halloween '21 Special,One with nature,The vaporwave,Human,Naughty,Sherlock,Eggplant,Thug,316.1620336,d01e5874c77d9912f5754567a8669fb55c1fc293844054818213d91f442b92a6,211
#0425 ERGnomes Halloween '21 Special,Night watch,The magical,No ears,Lucky,Root,4:20,Thug,314.8336333,332504dd1890cb518e3e0119bf9524c32fab4aa7a6ef5e25df0899ca9c8268eb,212
#0196 ERGnomes Halloween '21 Special,Dangeous spirit,Fairy candy,Pumpkin,Cat,Sherlock,4:20,Chill,312.7111817,15b3e895783abc3767d170dc51e6da30ae5e43974dc15599814a28aff0939e0d,213
#0657 ERGnomes Halloween '21 Special,Goodboi,Rotten veggies,Spirit,Strength,Octopus,Disguise,Worried,312.3687014,7b0c21665c13c2ea163cd57969b13f97b416790a08084e5cb1761f757069f9b0,214
#0787 ERGnomes Halloween '21 Special,Sweet,The sunset,Dark robot,Naughty,Devil,Duck,Thug,312.3347314,c95be6ce88df12746044c5349234ac8facda7b8c62ae7719846c3be13eca5fef,215
#0515 ERGnomes Halloween '21 Special,Fancy,The vaporwave,Infested,Bitcoin $BTC,Sherlock,Root,Annoyed,312.0081982,04b0fd30411552c05d97c44b0121d0b45639910cd0b7d30829fd15c57197cf35,216
#0696 ERGnomes Halloween '21 Special,Summer spirit,Fairy candy,Spirit,Tears,Questionablestyle,Pig,Worried,311.8034833,8a8fea639ac368f680fe7d02225c25f24941fd8c22cc7b8e2e1e14b9b842a0d0,217
#0380 ERGnomes Halloween '21 Special,Charmer,Angry aunt,Spirit,4:20,Punk,Duck,Worried,311.0194951,f5bf20065d9a4e4fb39070f5e439461f3c41398e9ab366744689e4a0e4bd6bbf,218
#0342 ERGnomes Halloween '21 Special,Dangeous spirit,Mold,Pumpkin,Dollars $,Octopus,Starfish,Annoyed,310.7904156,4ea732b8e57555a2c64be2d86597bf6cb0f5771b132dca514e912571249eb22a,219
#0442 ERGnomes Halloween '21 Special,Depressed,The fairy,Easter bunny,Fire,Chicken,Root,Angry,309.7315753,776625514845850a6fbca77a12881f6444632ec1b8f12fc9113eb64bbe797157,220
#0404 ERGnomes Halloween '21 Special,Easily excitable,Fake gold,Monkey,Tears,Nerd,Root,Annoyed,309.5654939,3335c5751d5bdc8b3169dcf2bb6baa8a37fc3da52b81b6227060c015befa7830,221
#0017 ERGnomes Halloween '21 Special,Queen,Fairy candy,Cocker spaniel,White,Questionablestyle,Sticknose,Confused,308.5881598,76c2207c4ecd359387f026b820c83d3edb9067166e5e34c672d5debd524790c0,222
#0735 ERGnomes Halloween '21 Special,Goodboi,The sunset,Dark robot,Naughty,Nerd,Duck,Confused,308.2816002,9b2d3ade4e2ab2ce8bfc32f69fe167f9fff1e9c0902fd82570922b26abd5900e,223
#0452 ERGnomes Halloween '21 Special,Contrasting vibes,Classic,Spirit,Peace,Devil,Cat,Annoyed,307.6997236,7726ee82b409a3a6919dc6449bd625aa389f5d4f0056a98b30a9b21f320be012,224
#0297 ERGnomes Halloween '21 Special,Fierce heart,The fairy,Infested,Lucky,Devil,Disguise,Thug,306.8819897,6aec56a43b45fbbfac29fb0981dd6d62f699ac9678525f515f47591659ee9d44,225
#0018 ERGnomes Halloween '21 Special,Depressed,The sunset,Pumpkin,Strength,Nerd,Iron,Surprised,306.8372509,041f347e05f8420d9c821d2499bd4a604f32b0209fe7134b717eee15bef869d9,226
#0262 ERGnomes Halloween '21 Special,Feisty,The vaporwave,No ears,Spiderling,Octopus,Eggplant,Monobrow,306.3280255,1cc8575fef62f35b680ff5bd4414c439d8cc6006038b8281244d3c127f863670,227
#0230 ERGnomes Halloween '21 Special,Amiable,The funky funk,Spirit,Cardano $ADA,Questionablestyle,Toe,Thug,306.0959886,489c289e0bfb4c5c213ec41ec7e5f0942821bd8bb004e8fa9c1b0f1f53388a68,228
#0509 ERGnomes Halloween '21 Special,Easily excitable,The sunset,Infested,Water,Punk,4:20,Annoyed,305.6158589,543b773c77dd6bfefe063d2e6960b5d5b798b6362c166e0aca5431e56d812ca1,229
#0100 ERGnomes Halloween '21 Special,Night watch,The sunset,Dark robot,Wavy,Questionablestyle,Carrot,Monobrow,304.9088167,95e07be0044c2b4869fdc88bc24738bfd549d80a2ad6998ba83f6237fb1da502,230
#0050 ERGnomes Halloween '21 Special,Contrasting vibes,Angry aunt,Occultist,Spiderling,Sherlock,Duck,Monobrow,303.4150327,e85981d28ad2c28ba139af3f076ba6aaa884c30ab6d85b88c71e87e6e6a55662,231
#0272 ERGnomes Halloween '21 Special,Smelly,Fairy bubblegum,Dark robot,Strength,Root,Cat,Thug,303.2200802,502f2134d50bbf2154993dcbf27ec14896573f7ef2105f3d21e4f669caa3047c,232
#0791 ERGnomes Halloween '21 Special,Radioactive,The sunset,Imp,Naughty,Devil,Carrot,Confused,302.0166406,6ff1e5baa210498ed7e62205ca1d3053d3c6b8711291d86702c7567944e2c29d,233
#0383 ERGnomes Halloween '21 Special,Amiable,The funky funk,Dark robot,Black,Devil,Toe,Confused,301.9334176,a2f5877947c65e0674ba1d250c1c7b89df0e96b9a0a4b2a5eff41f0bb3624aeb,234
#0101 ERGnomes Halloween '21 Special,Relaxed,Horny teen,Sea monster,Cat,Questionablestyle,Root,Confused,301.5848813,e8bc2cde16427117786cb8a3825fe8578e1e7569ba4cfe6bbcf41d0b08de1a39,235
#0423 ERGnomes Halloween '21 Special,Calm,The rotten potato,Cocker spaniel,Peace,Root,Starfish,Annoyed,301.0298777,0f5796f9a8e0b3090a1b5780207340bc0e682724c391dfc4831d4409aa35a9f3,236
#0113 ERGnomes Halloween '21 Special,Amiable,The sunset,Human,Peace,Funkystar,Eggplant,Happy,300.5808707,10e65d2bcd7137ede36be2daf7136ded27ec213a972d186c869c77bd2b164781,237
#0462 ERGnomes Halloween '21 Special,Amiable,Just white,Fairy nymnph,4:20,Circus,Hook,Chill,299.0416353,f2cd63f133934a2461fa4d48ccd785afb6cfd44e6b132cd141d0cefa779f4e5d,238
#0422 ERGnomes Halloween '21 Special,Fancy,The lemonboy,No ears,Rude,Nerd,Root,Worried,298.300118,85c10fea8690f40d4aa99613a7265f8323042c8d79e79b5c500280f031d53615,239
#0118 ERGnomes Halloween '21 Special,Cute,The popart,Human,Wavy,Funkystar,Starfish,Angry,297.2583814,970d62b79f1d4304697ed020ccffd4df4954cb90393d0273e8a4d36a4edc1d0e,240
#0518 ERGnomes Halloween '21 Special,Dusk lover,Smurfkin,Easter bunny,No Eyes,Sherlock,Starfish,Chill,297.2580095,3d25c23e3991a056d5bf28803633740d83dfc8bd13489a5bae7f1fc6674e69e3,241
#0911 ERGnomes Halloween '21 Special,Fierce heart,English tan,Occultist,Peace,Questionablestyle,4:20,Surprised,297.0421863,6ab4bb0cdbf32ecc1f808043b0fb604d6f4353aa4ebe6cf333e6cfb170f6208a,242
#0093 ERGnomes Halloween '21 Special,Soldier,The magical,Spirit,Matrix,Devil,Clown,Annoyed,295.6096598,61b5119190f47cefd2d68c33fceaa8b2c3ceb2240e9bf7708b450dc4c401dd5b,243
#0948 ERGnomes Halloween '21 Special,Summer spirit,Just white,Easter bunny,Water,Punk,Duck,Annoyed,295.0603034,519365c5eacf59b9793117b8af05cf5764a176003e7229fde9cb50d0150aea1f,244
#0322 ERGnomes Halloween '21 Special,Cute,The lovey dovey,Monkey,White,Devil,Starfish,Surprised,294.8408936,f5f6a66e230bca82636d39a0400a82986df733cd494865c93a15d404112138d5,245
#0337 ERGnomes Halloween '21 Special,Easily excitable,The raging pumpkin,Occultist,Tears,Devil,Toe,Thug,294.2769477,4dbdd54d81452999c844cfa7c6ad414afb8ce7958e958c98ce27ade01bcc9412,246
#0804 ERGnomes Halloween '21 Special,Charmer,The magical,No ears,Strength,Questionablestyle,Carrot,Angry,293.9337475,759c4d838ff3a1b3a549d1b69cfbab2dc5b07583c93a41067494c04f53efb3eb,247
#0747 ERGnomes Halloween '21 Special,Contrasting vibes,Fairy candy,Fairy nymnph,Spiderling,Root,Toe,Worried,290.958161,2e7ec44ab7d467f59de40f99f9b95a7d73238ebe684de7851a2ac3d0660b1b27,248
